training_loss_SGD,training_acc_SGD,testing_loss_SGD,testing_acc_SGD,testing_loss_SGD_S,testing_acc_SGD_S,training_loss_Adam,training_acc_Adam,testing_loss_Adam,testing_acc_Adam,testing_loss_Adam_S,testing_acc_Adam_S
0.015445634055137634,0.25482000000000005,0.014380024492740631,0.3118,0.019156431484222414,0.1748,0.01054670286655426,0.51434,0.009883023643493652,0.5547000000000001,0.033049296841754915,0.7205
0.014088251957893372,0.32484,0.013316543436050415,0.3709,0.017104304146766662,0.22690000000000002,0.010534862060546876,0.51612,0.009865868473052979,0.5536,0.03153863886479378,0.7241000000000001
0.013965304989814757,0.32912,0.013112120854854584,0.3766,0.01752627317905426,0.17320000000000002,0.010525591557025909,0.51702,0.009900003242492676,0.5521,0.028881060281352997,0.7335
0.013830469906330108,0.33866,0.01313176840543747,0.3649,0.018385800433158874,0.20980000000000001,0.01047352310538292,0.5187,0.009935043632984161,0.55,0.03161249062045217,0.7185
0.013847477064132691,0.33828,0.012983826959133148,0.3824,0.017733003878593445,0.1824,0.010460902500152587,0.519,0.00993989120721817,0.5479,0.030909979985367056,0.7175
0.013092250723838806,0.37498000000000004,0.01224409841299057,0.4312,0.019606752276420593,0.1859,0.01050189343214035,0.51732,0.009895546102523804,0.5543,0.030451038931097987,0.7286
0.012861316316127778,0.38758000000000004,0.012349544882774352,0.4199,0.019676564025878907,0.21660000000000001,0.010429860625267028,0.5222800000000001,0.009811666321754455,0.5561,0.02940042383936167,0.7289
0.012771285145282746,0.3919,0.012039032101631165,0.441,0.023681396317481996,0.17700000000000002,0.01043857048034668,0.5223000000000001,0.009828971874713897,0.5591,0.029994789807702302,0.7325
0.012622483158111573,0.40066,0.011808870470523834,0.44730000000000003,0.022742664194107056,0.186,0.010420257196426391,0.52148,0.009856019937992096,0.5551,0.029711133960338827,0.7353000000000001
0.012590330250263215,0.40548,0.011634006571769714,0.46030000000000004,0.02964400498867035,0.1492,0.010412194254398346,0.5237,0.009842702805995942,0.5615,0.031163990647500753,0.7396
0.012058713839054108,0.4312,0.011631548142433166,0.46330000000000005,0.027108834886550904,0.1476,0.010393588371276855,0.52408,0.009770786094665527,0.5624,0.02912492977731705,0.746
