training_loss_SGD,training_acc_SGD,testing_loss_SGD,testing_acc_SGD,testing_loss_SGD_S,testing_acc_SGD_S,training_loss_Adam,training_acc_Adam,testing_loss_Adam,testing_acc_Adam,testing_loss_Adam_S,testing_acc_Adam_S
0.0007900295139849186,0.09816000000000001,0.0007978836730122566,0.1,0.0007978836730122566,0.1,0.000809535451978445,0.09984000000000001,0.0007998200051486492,0.1,0.0007999007433830946,0.2
0.0007902708286046981,0.10006000000000001,0.0007977699898183345,0.1,0.0007977699898183345,0.1,0.000790586571842432,0.10238000000000001,0.0007986877366900444,0.1,0.0007987676054637135,0.2
0.00078962507635355,0.09868,0.0007968040205538273,0.1,0.0007968040205538273,0.1,0.0007909983621537686,0.10122,0.0007958110682666302,0.1,0.0007958906493734569,0.2
0.0007897649128735066,0.10060000000000001,0.000796438555419445,0.1,0.000796438555419445,0.1,0.0007907343544065952,0.10034000000000001,0.0007957053728401661,0.1,0.0007957849433774502,0.2
0.0007896619956195355,0.10186,0.0007972387403249741,0.1,0.0007972387403249741,0.1,0.000790338928103447,0.10244,0.0007988073900341987,0.1,0.0007988872707732022,0.2
0.0007859380231797695,0.10064000000000001,0.000791953469067812,0.1,0.000791953469067812,0.1,0.0007909025178849697,0.09662000000000001,0.0007994699679315091,0.1,0.0007995499149283022,0.2
0.0007858842514455319,0.10178000000000001,0.0007923717305064202,0.1,0.0007923717305064202,0.1,0.0007906046915054321,0.10004,0.0007953098751604557,0.1,0.0007953894061479718,0.2
0.0007854692986607552,0.10020000000000001,0.0007929035939276219,0.1,0.0007929035939276219,0.1,0.0007910734078288078,0.10048000000000001,0.0008016368880867958,0.1,0.0008017170517756044,0.2
0.0007855978292226791,0.10076,0.0007964672051370144,0.1,0.0007964672051370144,0.1,0.0007906784614920616,0.09780000000000001,0.0007970173746347427,0.1,0.0007970970763722062,0.2
0.0007859731835126877,0.09812000000000001,0.0007934917099773884,0.1,0.0007934917099773884,0.1,0.0007912225750088691,0.10070000000000001,0.0007963284604251385,0.1,0.000796408093271181,0.2
0.0007840392470359803,0.09926000000000001,0.0007913492761552333,0.1,0.0007913492761552333,0.1,0.0007901085138320923,0.09772,0.0008009349428117276,0.1,0.0008010150363060088,0.2
0.0007838816568255425,0.10062000000000001,0.0007923285119235515,0.1,0.0007923285014927387,0.1,0.0007909562587738037,0.09954,0.0008008989669382572,0.1,0.0008009790568349511,0.2
0.0007839736668765545,0.10014,0.0007915817223489285,0.1,0.0007915817223489285,0.1,0.0007913750152289868,0.10046000000000001,0.0007997403241693973,0.1,0.0007998202982018143,0.2
0.0007838271804153919,0.09946,0.0007917443200945854,0.1,0.0007917443200945854,0.1,0.0007911990988254547,0.09946,0.0007986547820270062,0.1,0.0007987346475052089,0.2
0.0007841016761958599,0.10162,0.0007912950299680233,0.1,0.0007912950299680233,0.1,0.0007909918561577797,0.10118,0.0007979616731405258,0.1,0.0007980414693078399,0.2
0.0007829657080769539,0.09922,0.0007908960700035095,0.1,0.0007908960700035095,0.1,0.0007913189561665058,0.09988000000000001,0.0007992641396820545,0.1,0.0007993440660960228,0.2
0.0007829885055124759,0.1005,0.0007908554784953595,0.1,0.0007908554784953595,0.1,0.000790720973610878,0.09968,0.000804954431951046,0.1,0.0008050349273942411,0.2
0.0007829259221255779,0.10158,0.0007908085912466049,0.1,0.0007908085912466049,0.1,0.0007908184307813645,0.10016000000000001,0.0008040488936007022,0.1,0.0008041292984900623,0.2
0.0007828782479465008,0.09976,0.0007907763533294201,0.1,0.0007907763533294201,0.1,0.000790252161026001,0.10078000000000001,0.0008006314910948277,0.1,0.0008007115542439373,0.2
0.0007829231786727906,0.10096000000000001,0.0007911014355719089,0.1,0.0007911014355719089,0.1,0.0007908388404548168,0.10004,0.0007996447317302227,0.1,0.0007997246962033957,0.2
0.0007824802014231682,0.10110000000000001,0.000790509158372879,0.1,0.000790509158372879,0.1,0.000790587980747223,0.10038000000000001,0.0008000678427517414,0.1,0.0008001478495360166,0.2
0.0007824805219471454,0.10310000000000001,0.0007905610762536525,0.1,0.0007905610762536525,0.1,0.0007907287430763244,0.10084000000000001,0.0007986116133630275,0.1,0.0007986914745243638,0.2
0.0007824728456139564,0.10208,0.0007904678262770176,0.1,0.0007904678240418434,0.10010000000000001,0.0007909058672189713,0.09942000000000001,0.000797981795668602,0.1,0.0007980615938481689,0.2
0.0007824755072593689,0.09902000000000001,0.0007904308438301086,0.1,0.0007904308438301086,0.1,0.0007908710403740407,0.09744000000000001,0.0007989233613014222,0.1,0.0007990032536375523,0.2
0.0007824892543256283,0.10074000000000001,0.0007903047740459442,0.1,0.0007903047740459442,0.1,0.000790758358836174,0.09946,0.0008014062039554119,0.1,0.0008014863445758074,0.2
0.0007822431288659573,0.10148000000000001,0.0007902510441839695,0.1,0.0007902510441839695,0.1,0.0007909108901023865,0.09806000000000001,0.0007995655573904514,0.1,0.0007996455139461904,0.2
0.000782254536151886,0.09994000000000001,0.0007902328915894032,0.1,0.0007902328915894032,0.1,0.0007909032872319222,0.10126,0.0007991073481738568,0.1,0.0007991872589086742,0.2
0.0007822361244261265,0.10168,0.0007902224063873291,0.1,0.0007902224063873291,0.1,0.0007909905913472176,0.09886,0.0007954793490469456,0.1,0.0007955588969818503,0.2
0.0007822443674504757,0.0981,0.0007902479238808155,0.1,0.0007902479238808155,0.1,0.000790029778033495,0.09818,0.0007991338767111302,0.1,0.0007992137900988013,0.2
0.0007822304363548756,0.09932,0.000790198464691639,0.1,0.000790198464691639,0.1,0.0007906315399706363,0.10130000000000002,0.0007949266195297241,0.1,0.0007950061121916771,0.2
0.0007821186532080173,0.10110000000000001,0.0007901186145842076,0.1,0.0007901186145842076,0.1,0.0007905039528012276,0.1029,0.0008001400724053383,0.1,0.0008002200864125788,0.2
0.0007821277941763401,0.09880000000000001,0.0007901572778820992,0.1,0.0007901572778820992,0.1,0.0007914712342619896,0.10042000000000001,0.0007977589458227158,0.1,0.000797838721717298,0.2
0.000782128886282444,0.10152000000000001,0.0007901245772838593,0.1,0.0007901245772838593,0.1,0.0007905054323375225,0.09912000000000001,0.000800410246104002,0.1,0.0008004902871286124,0.2
0.000782119784206152,0.10046000000000001,0.0007900913469493389,0.1,0.0007900913469493389,0.1,0.0007910188537836075,0.09904,0.0007979661472141742,0.1,0.0007980459438288957,0.2
0.0007821201997995377,0.09958,0.0007901068575680255,0.1,0.0007901068575680255,0.1,0.0007908482149243355,0.10038000000000001,0.0007949613519012928,0.1,0.000795040848036483,0.2
0.0007820578365027905,0.09944000000000001,0.0007900574997067451,0.1,0.0007900574997067451,0.1,0.0007908397294580936,0.09758000000000001,0.00079837491735816,0.1,0.0007984547548498958,0.2
0.0007820586501061916,0.10176,0.0007900587238371372,0.1,0.0007900587238371372,0.1,0.0007902987815439701,0.09930000000000001,0.0007988490536808968,0.1,0.0007989289385862648,0.2
0.000782059716284275,0.10004,0.0007900598056614399,0.1,0.0007900598056614399,0.1,0.0007910968014597893,0.10132000000000001,0.0007984915420413017,0.1,0.0007985713911955059,0.2
0.0007820657005906105,0.09966000000000001,0.0007900541067123413,0.1,0.0007900541067123413,0.1,0.0007912463182210922,0.09756000000000001,0.0008006913147866726,0.1,0.0008007713839181512,0.2
0.0007820547984540463,0.09986,0.0007900680184364319,0.1,0.0007900680184364319,0.1,0.0007911161823570728,0.10166000000000001,0.0007965559154748916,0.1,0.0007966355710664391,0.2
